TOPIC,SUBTOPIC,SUBTOPIC_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_UCI,ESTIMATE_LCI,FLAG,FOOTNOTE_ID_LIST
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,10,"Percent of population, crude",0,2007-2008,5,,,,,- - -,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,10,"Percent of population, crude",0,2009-2010,6,,,,,- - -,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,10,"Percent of population, crude",0,2011-2012,7,10.1,1.3,13.1,7.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,10,"Percent of population, crude",0,2013-2014,8,11.6,1.3,14.8,8.9,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,10,"Percent of population, crude",0,2015-2016,9,10.8,1.3,14,8.1,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,10,"Percent of population, crude",0,2017-2018,10,12.2,1.7,16.3,8.8,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,11,"Percent of population, crude",0,1999-2000,1,13.2,1.1,15.9,10.9,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,11,"Percent of population, crude",0,2001-2002,2,14.5,1.7,18.7,11,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,11,"Percent of population, crude",0,2003-2004,3,12.9,1.2,15.6,10.4,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,11,"Percent of population, crude",0,2005-2006,4,10.7,0.7,12.8,8.8,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,11,"Percent of population, crude",0,2007-2008,5,12.1,2.9,15.6,9.2,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,11,"Percent of population, crude",0,2009-2010,6,10.1,2.6,13.2,7.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,11,"Percent of population, crude",0,2011-2012,7,9.6,2.1,11.4,8,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,11,"Percent of population, crude",0,2013-2014,8,7.6,1.7,9.3,6,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,11,"Percent of population, crude",0,2015-2016,9,10.5,3.6,13.4,8,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,11,"Percent of population, crude",0,2017-2018,10,9.4,4,12.7,6.7,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,12,"Percent of population, crude",0,1999-2000,1,19,1.1,21.5,16.6,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,12,"Percent of population, crude",0,2001-2002,2,16.7,1.2,19.5,14.2,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,12,"Percent of population, crude",0,2003-2004,3,17.9,0.8,19.6,16.3,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,12,"Percent of population, crude",0,2005-2006,4,16.8,1,19.1,14.6,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,12,"Percent of population, crude",0,2007-2008,5,15.2,2.1,17.5,13,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,12,"Percent of population, crude",0,2009-2010,6,14.3,1.5,15.9,12.7,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,12,"Percent of population, crude",0,2011-2012,7,14.1,3.2,16.6,11.9,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,12,"Percent of population, crude",0,2013-2014,8,11.7,2.3,13.4,10.1,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,12,"Percent of population, crude",0,2015-2016,9,13.3,3.1,15.7,11.2,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,12,"Percent of population, crude",0,2017-2018,10,10.5,2.9,12.8,8.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,13,"Percent of population, crude",0,1999-2000,1,18.7,1.4,21.8,15.8,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,13,"Percent of population, crude",0,2001-2002,2,16.5,0.8,18.4,14.7,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,13,"Percent of population, crude",0,2003-2004,3,17.4,1.2,20.2,14.9,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,13,"Percent of population, crude",0,2005-2006,4,17.6,0.8,19.3,16,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,13,"Percent of population, crude",0,2007-2008,5,15.5,1.1,18,13.3,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,13,"Percent of population, crude",0,2009-2010,6,14.8,0.7,16.5,13.3,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,13,"Percent of population, crude",0,2011-2012,7,14.9,1.1,17.3,12.8,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,13,"Percent of population, crude",0,2013-2014,8,12.1,0.8,13.9,10.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,13,"Percent of population, crude",0,2015-2016,9,13.7,1.2,16.5,11.2,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Female,13,13,"Percent of population, crude",0,2017-2018,10,11.6,1.1,14.1,9.3,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Male,14,14,"Percent of population, crude",0,1999-2000,1,16.7,1,19.1,14.6,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Male,14,14,"Percent of population, crude",0,2001-2002,2,16.3,1.3,19.3,13.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Male,14,14,"Percent of population, crude",0,2003-2004,3,16.5,0.7,18.1,14.9,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Male,14,14,"Percent of population, crude",0,2005-2006,4,14,1,16.3,11.9,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Male,14,14,"Percent of population, crude",0,2007-2008,5,13.6,1,15.9,11.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Male,14,14,"Percent of population, crude",0,2009-2010,6,12.3,0.9,14.3,10.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Male,14,14,"Percent of population, crude",0,2011-2012,7,11.2,0.8,13.1,9.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Male,14,14,"Percent of population, crude",0,2013-2014,8,10.1,0.6,11.4,8.9,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Male,14,14,"Percent of population, crude",0,2015-2016,9,11.2,1,13.5,9.3,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Demographic Characteristic,1,Sex,3,3,Male,14,14,"Percent of population, crude",0,2017-2018,10,9.5,1.1,12.2,7.1,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,15,"Percent of population, crude",0,1999-2000,1,7.4,1.5,11.4,4.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,15,"Percent of population, crude",0,2001-2002,2,8,1.2,11,5.6,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,15,"Percent of population, crude",0,2003-2004,3,8.6,2,14,4.7,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,15,"Percent of population, crude",0,2005-2006,4,8.5,1.6,12.6,5.3,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,15,"Percent of population, crude",0,2007-2008,5,5.3,1.5,9.5,2.6,*,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NA_NHANES06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,15,"Percent of population, crude",0,2009-2010,6,4.5,1.4,8.4,2,*,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NA_NHANES06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,15,"Percent of population, crude",0,2011-2012,7,5.7,1.6,10.1,2.8,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,15,"Percent of population, crude",0,2013-2014,8,4.9,1.4,8.8,2.3,*,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NA_NHANES06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,15,"Percent of population, crude",0,2015-2016,9,5.2,1.1,8.2,3,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 20-29 years,15,15,"Percent of population, crude",0,2017-2018,10,4.2,1,7,2.3,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,16,"Percent of population, crude",0,1999-2000,1,13.3,3.7,23.5,6.4,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,16,"Percent of population, crude",0,2001-2002,2,8.7,1.4,12.2,5.9,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,16,"Percent of population, crude",0,2003-2004,3,11.5,1.8,16,8,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,16,"Percent of population, crude",0,2005-2006,4,16.5,2.9,23.5,10.8,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,16,"Percent of population, crude",0,2007-2008,5,9.4,1.5,13.2,6.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,16,"Percent of population, crude",0,2009-2010,6,8.7,1.2,11.5,6.4,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,16,"Percent of population, crude",0,2011-2012,7,8.7,1.2,11.8,6.2,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,16,"Percent of population, crude",0,2013-2014,8,8.2,1.4,11.7,5.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,16,"Percent of population, crude",0,2015-2016,9,8.2,2.4,15.1,3.8,*,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NA_NHANES06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 30-39 years,16,16,"Percent of population, crude",0,2017-2018,10,4.6,1.2,7.8,2.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 40-49 years,17,17,"Percent of population, crude",0,1999-2000,1,18.3,3.3,26.6,11.6,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 40-49 years,17,17,"Percent of population, crude",0,2001-2002,2,15.8,1.8,20.1,12.1,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 40-49 years,17,17,"Percent of population, crude",0,2003-2004,3,13.6,1.2,17.6,10.3,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 40-49 years,17,17,"Percent of population, crude",0,2005-2006,4,13.7,2.1,18.9,9.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 40-49 years,17,17,"Percent of population, crude",0,2007-2008,5,17.5,1.9,21.9,13.6,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 40-49 years,17,17,"Percent of population, crude",0,2009-2010,6,14.4,1.6,18.3,11.2,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 40-49 years,17,17,"Percent of population, crude",0,2011-2012,7,10.9,1.9,15.6,7.2,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 40-49 years,17,17,"Percent of population, crude",0,2013-2014,8,12.7,1.5,16.3,9.7,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 40-49 years,17,17,"Percent of population, crude",0,2015-2016,9,11,1.7,15.3,7.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 40-49 years,17,17,"Percent of population, crude",0,2017-2018,10,7.5,1.8,12.2,4.1,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 50-59 years,18,18,"Percent of population, crude",0,1999-2000,1,24.2,4,34.1,15.9,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 50-59 years,18,18,"Percent of population, crude",0,2001-2002,2,23.1,2.3,28.6,18.3,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 50-59 years,18,18,"Percent of population, crude",0,2003-2004,3,27.1,4,36.7,18.8,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 50-59 years,18,18,"Percent of population, crude",0,2005-2006,4,24.9,3.3,32.7,18.1,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 50-59 years,18,18,"Percent of population, crude",0,2007-2008,5,19.8,3.1,27.3,13.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 50-59 years,18,18,"Percent of population, crude",0,2009-2010,6,24.2,2.1,28.9,19.9,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 50-59 years,18,18,"Percent of population, crude",0,2011-2012,7,27.4,3.3,35.1,20.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 50-59 years,18,18,"Percent of population, crude",0,2013-2014,8,16.2,2.9,23.5,10.4,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 50-59 years,18,18,"Percent of population, crude",0,2015-2016,9,24.1,2,28.8,19.8,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 50-59 years,18,18,"Percent of population, crude",0,2017-2018,10,23.2,3.3,31.2,16.5,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"High cholesterol, total, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 60-69 years,19,19,"Percent of population, crude",0,1999-2000,1,31.2,2.6,37.1,25.7,,"FN_NHANESCHRONIC02,FN_NHANESCHRONIC04,NT_NHANES00,SC_NHANES03,SC_NHANES04"
